noise_std,Precision,Recall,F1
0.2,0.9733333333333333,0.9333333333333333,0.9492063492063493
0.5,1.0,0.9,0.942857142857143
1.0,0.9199999999999999,0.8333333333333334,0.8649735449735451
1.5,0.7185185185185186,0.8,0.7353113553113553
2.0,0.6293650793650795,0.7666666666666667,0.659129389129389
3.0,0.4477513227513228,0.65,0.5112776112776112
